yy,mm,dd,176900,177000,177100,179700,179900,182800,203900,204000,215900,233200,240700,272700,275400,275500,275600,276400,276500,276900,277300,279200,298400,331200,331900,332500,387900,417800,417900,418000,418100,418200,418300,419700,419800,419900,420000,481200,482200,512400,513100,54700,54800,54900,55000,55100,55200,639000,652600,652700,652800,652900,653000,653100,698800,698900,699000,699100,699200,699300,699400,83800,83900,858200
2016,11,20,0.8,0,0.6,0.4,0,0,0.2,0,0.2,0.2,0.2,1.2,3.8,0,0,0.6,0,0,2.4,0.8,0,0.2,0,0.2,3.4,0,NA,0.2,0,0,0,1,0,0,0,0.2,0.4,9.4,0,3,0.2,0,0.2,0,0.2,NA,0,NA,0.2,NA,0,0,0,0.2,0.8,0,0,0,1.2,3.2,1.4,NA
2016,11,21,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0,0,0,0,0.2,0,0,0.2,0,NA,0,0,0,0.2,0,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,1.4,0,0,NA,0,NA,0.2,NA,0,0,0.2,0,0,0,0,0,0.2,0,0.4,NA
2016,11,22,0,0,0,0.2,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,NA,0,0,0,0.2,0,0.4,0,0.2,0,0.2,0,0,0,0.2,0,0.2,0.2,0,NA,0,NA,0.2,NA,0,0,0,0.2,1.6,0,0.2,0.2,0,0,0.4,NA
2016,11,23,1,4.8,0,0.4,0.2,0,0,9.2,11.4,32.4,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,NA,0,0,0,0.2,0,0,0.2,0,15.2,0,0,0,0,0,0,1.8,0,0.2,NA,0,NA,0.2,NA,0,0,0,0.2,0,0,0,0.2,0.2,0,0.4,NA
2016,11,24,0.2,0,0.2,0,0.4,0,0,0.2,0,0,0.4,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0.2,0,0.2,NA,0.2,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0.2,NA,0.2,NA,0.2,NA,0,0,0.2,0,0.2,0,0,0.2,0,0,0.2,NA
2016,11,25,1.8,1.4,1.2,1,0.8,8.4,3.2,3,3.6,3.2,1.2,6,1,6,8.4,10.8,12.2,2.8,3,0.4,4.4,6.4,5.2,4.2,4,1,NA,2,6.2,4.8,4.8,7.6,9.2,1.4,3,2,0.8,5.8,7.4,0.2,1.8,7.8,0.8,4.6,0.6,NA,0.6,NA,6,NA,7.2,3,4.6,1.2,1,7.4,1.2,1.8,1.2,5.8,3.6,NA
2016,11,26,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA
2016,11,27,0.2,0.2,0,0,0.4,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0.2,0,0.2,0,0,0.2,0,0.2,0.2,0,NA,0.2,0.2,0.2,0.2,0.2,0,0.4,0,0,0.4,0,0.2,0,0.4,0,0.2,0.2,0.2,NA,0.2,NA,0,NA,0,0.2,0,0.2,0,0,0.2,0.2,0,0,0.4,NA
2016,11,28,0.2,0.4,1,0.4,4.4,1,2.2,0,0.2,0.2,1,9.8,0.4,0.4,0,1.2,8.8,2.4,0.6,8,0,1.6,0,8,3.8,3,NA,4,8.2,9.2,5.2,4.2,2.2,2.8,2,0.2,10,6.6,3.6,0.8,4,1.4,0.4,0.2,2,NA,5.8,NA,4.6,NA,11.7,3.6,1.8,5,0.6,0,8.3,7.4,4,4,6,NA
2016,11,29,0.4,0.4,0.6,0.6,1.4,0,2.2,1.4,0.4,0.4,0.6,0.4,0.2,2,0,0,10.6,1,0.2,1.8,0,1.4,0,0.8,0.4,2.2,NA,0.6,0,0,1.4,0.2,0,0.2,0,0.6,0.4,0.6,0.6,0,0.6,0.4,0.4,0,0.6,NA,2.2,NA,0.2,NA,0.6,0,0,1.2,0.6,0.4,0.6,0.8,0.6,0.2,0.4,NA
2016,11,30,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,1.4,0.2,0,0,NA
2016,12,1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0.2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0.2,NA,0,4.2,0,0,0,0,0,0,0,0,0,NA
2016,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.2,NA,0,NA,0,0,0.2,0,0,0,0,0,0,0,0,NA
2016,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA
2016,12,4,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0.2,0.2,0,0.2,NA
2016,12,5,0.2,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,NA,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,NA,0.2,NA,0,NA,0,0,0.2,0,0,0,0,0,0,0,0,NA
2016,12,6,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.2,0,NA,0,0,0,0,0,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0,0,NA,0.2,NA,0.2,NA,0,0,1,0,0,0,0,0,0,0,0.2,NA
2016,12,7,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.2,0,0,0,0,0,0.2,0,0.4,0,0,0,0,0,0,0,NA,0.5,NA,0,NA,0,0.4,0,0,0,0,0,0,0,0,0.2,NA
2016,12,8,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,NA,0.2,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0.2,NA,0,NA,0,NA,0,0,0.2,0,0,0,0,0.2,0,0,0.2,NA
2016,12,9,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.2,NA,0,NA,0,0,0.2,0,0.2,0,0,0,0,0,0.2,NA
2016,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,NA,0.2,NA,0,NA,0,0,0.2,0,0,0,0,0,0,0,0,NA
2016,12,11,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.2,0.4,0,0,0,0.2,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0.4,NA
2016,12,12,0,0,0.2,0.2,0.4,1.6,0,0,0,0,0.2,0.8,1.6,2,4.2,4.2,9.8,0,1,0,4.6,4.6,7.6,0.8,0.8,1.6,NA,2,1,2,1.4,3.4,1.6,2,1.4,0,0.4,2,0.8,1,1.4,1.8,0,2.6,0.4,NA,0.4,NA,0.2,NA,2.2,7.6,1.2,3.2,0,4.2,0,2.2,0.8,0.8,1.6,NA
2016,12,13,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.2,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,NA,0.2,NA,0,NA,0.2,0,0.2,0,0,0,0,0.2,0,0,0,NA
2016,12,14,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,NA,0.2,NA,0.2,NA,0,0,0.2,0,0,0,0,0,0,3,0.6,NA
2016,12,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,NA,0,NA,0.8,NA,0,0,0,0,0,0,0,0,0,3.4,0,NA
2016,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0,NA,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,NA,0,NA,0,NA,0,0,0.2,0,0,0,0,0,0,1.6,0,NA
2016,12,17,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,NA,0.2,NA,0,NA,0,0,0,0,0,0,0,0,0,4.2,0,NA
2016,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.2,NA,0,NA,0.2,0,0.2,0,0,0,0,0.2,0,2.8,0.2,NA
2016,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.2,0.4,0,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0,0,NA,0,NA,0.2,NA,0,0,0,0,0,0,0,0,0,2.6,0.2,NA
2016,12,20,6,6.6,2.4,3.6,0.4,1.8,5.2,5.6,6.8,4.8,4.2,3.4,5.8,6.6,6,6.8,17.8,4.2,10,12,2.4,13.2,4.4,14,0.8,11.8,NA,2.6,4.2,1.2,1.4,3.2,3.6,3.4,1.6,7.6,12,3.4,8.6,6.4,14.2,4,6.2,7.6,5.2,NA,1.8,NA,6.2,NA,7.8,4.6,1.6,4.6,14.6,5,10.8,2.4,1.8,4.6,2.6,NA
2016,12,21,2,1.6,1,0,0.2,0,0.2,0.4,0,0.2,0.6,0,0.8,6.2,0,0.2,24.2,2,0,0.6,0,10,0,14.2,0,0.8,NA,0.2,0,0,0,0,0,0,0,0.2,2.2,0,0,0.2,0.8,23.2,0,0.2,0.2,NA,0,NA,0.2,NA,2.8,0.8,0,0.4,0.4,0.2,2,0,0.4,0,0,NA
2016,12,22,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.2,NA,0,NA,0,0,0.2,0,0,0,0,0.2,0,0,0.2,NA
2016,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,NA,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,NA,0.2,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0.4,NA
2016,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,NA,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0.6,NA,0,0,0.6,0,0,0,0,0,0,0,0,NA
2016,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA
2016,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.2,NA,0,NA,0,0,0.2,0,0,0,0,0,0,0,0,NA
2016,12,27,0.8,0.8,1.2,1,1.4,0,0,0.4,0.4,0.4,0.4,1.4,0,0,0,0,0,1,0,0.4,0,0,0,0,1.6,2,NA,2.6,2.8,2.4,1.4,0.2,0,0,0,0,1,0.8,0,0,0.4,0,0.4,0,1,NA,0.6,NA,0,NA,0.8,0,0.2,0.4,0.2,0,1.2,1,1,1.4,2.8,NA
2016,12,28,0,0.4,0,0,0.8,0.6,0.2,0.4,0,0.6,0,2.2,1.2,3,0,1.4,1.8,0.2,0.8,0.4,0,0.6,0.6,0.4,2,0.4,NA,0,0,0,0.2,2.4,0.4,0.4,0.4,0.4,0.6,0.4,1,0.2,0.6,0,1,0.6,0.4,NA,0,NA,1.4,NA,0,1.2,1.8,0.2,0.2,0.2,1,0.2,0.2,1.8,1.4,NA
2016,12,29,0,0,0,0.2,1.8,0.2,0,0,0,0,0,0.2,2.8,0.8,0,0.2,0,0.2,2.8,0,0,0,0,0.4,3.2,0,NA,0,0,0.2,1.8,1.8,0.2,2.8,0.6,0,0,2.6,0,0,0.2,0,0,0.8,0,NA,1.4,NA,0,NA,0,0,0.6,0,0,0,0.2,0.6,0.2,2.4,4.6,NA
2016,12,30,0.2,0,0.4,0.4,0.4,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0.2,0,0,1,0,0,1,0.2,NA,0,0,0,0.2,0,0,0.2,0.4,0.4,0,0.2,0,0,0,0,0.6,0,0.4,NA,0,NA,0,NA,0,0,0,0,0,0,0.2,0,0,0,0.2,NA
2016,12,31,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4.6,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.2,0,0.2,0,2.8,0,0,0,0,0,0,0,NA,0.2,NA,0,NA,0,1.6,0,0,0,0,0,4.8,3.8,0,3.8,NA
2017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,NA,0,NA,0,NA,0,10.2,0.2,0,0,0,0,2,0.8,0,0.2,NA
2017,1,2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.8,0.2,0,0,0.2,0,0.8,0,1.2,0,0,0,NA,0,0,0,0,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0.2,0,NA,0.2,NA,0,NA,0,0.2,0.4,0,0,0,0,0,0,0,0.2,NA
2017,1,3,2.8,4.4,3.2,7.2,1.6,24.8,3.2,4.8,5.2,5.4,5.2,17.8,23,15.4,24.2,29.2,9.2,5,23.4,7,27.8,51.6,19.2,22.6,16,1.6,NA,4.4,1,2.6,2.8,21.6,22.4,24.2,26.6,5,6.8,16.2,13.4,24.4,4,9.8,7.8,43.6,5,NA,3,NA,6.2,NA,6.8,3,35.7,2.6,4.6,30,8.4,6.4,4.4,14,16.8,NA
2017,1,4,0,0.2,0,0,0,0,0.2,0,0.2,0.2,0,0,1.2,2.4,1.8,1.8,0.4,0,0.2,0,5.4,0.4,2.2,0.2,0,0,NA,0,0.2,0,0,0,0,0.2,0,0.2,0,0.2,0,0.6,0.4,0.8,0,1,0,NA,0,NA,0.2,NA,0.2,5.8,0,0,0,1.4,0,0.2,0,0,0,NA
2017,1,5,8.8,6.6,7.6,18.8,0,3.6,7.6,4.8,6.2,5.2,0,1.8,5.8,13.6,10.2,11.6,0.4,16.4,3.6,0,12.4,0.6,17.8,3.6,3.8,8.4,NA,0,18.8,19.6,7.8,1,11.4,0.4,1,9,0,0,1.4,5.6,0.4,0.8,6.6,1.6,1.6,NA,13.6,NA,17.8,NA,18.8,0,12.2,0,0,8.6,1,0,0,10.2,0,NA
2017,1,6,3.8,2.6,0,2.4,0,0,1.2,1.6,0.2,0.6,0,0,0,0.2,0,0,0,2.8,0,0,0,0,0.2,0,0,0,NA,0,0.2,0,0.4,0,0,0,0,4.4,0,0,2,0,0,0,0,0,0,NA,1.4,NA,0,NA,2.6,0,0,0,0,0,0,0,0,0.8,0,NA
2017,1,7,1.2,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0.8,0,0,0.2,0,0,0,NA,0.2,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA
2017,1,8,0.2,0.2,2.6,1.8,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0.2,NA,0,0,0.2,1.2,3,0,0.8,0,11.4,0,0,0,0,1,0,0.2,0,1.8,NA,2.2,NA,2.2,NA,0,0,0.2,0,0,0,0,0,0,0,0,NA
2017,1,9,0.2,0.6,0,0,0.2,0,0.6,0.4,0.2,0.2,0,0,0,0,0,0,0,0,8.2,0,0,0.6,0,0.8,5.8,0,NA,0,0,1,4.6,1,0,1.6,3.4,10.8,0,0,0,0,0.8,0,0,0,3.6,NA,0,NA,3.4,NA,0,0,3.8,0.2,0.4,0,0,0,0,0.4,0.2,NA
2017,1,10,0,1.2,0.6,0,0,0,0.6,3.4,4,2,0,0.2,0,0,1.6,0.6,0.6,0,0.8,1.4,0.6,1,0,0.8,4,0.4,NA,1,0.2,0.6,2.4,5.8,0,6.4,4,5.6,0,0.6,0,0,0.6,0,0.4,0,1,NA,0.6,NA,2.4,NA,0,0,3,0.8,0.2,0,0,0,0.2,0,2,NA
2017,1,11,3,0.2,0,0,0,0,4,2.4,0.2,1.4,0,0,7.4,8.8,0,6.8,2.2,7,6,0.2,0,4,0,5,1,0,NA,0,0.2,0.6,6.2,1.6,0,4.6,2.8,0.2,0,0.2,0,6.8,2.4,0.8,0,3.8,0,NA,0,NA,0,NA,6,0,0,0,0.2,3.6,2.8,0,0,0,1.6,NA
2017,1,12,0,0,0,0,8,0,0,0,0,0,0,0,1.6,0,1,0,9,0,0.2,12.4,0,7.4,1.4,3.2,1.2,0,NA,0,0,0,0.4,14,0,9.6,5.8,0.2,0.4,24.6,0.2,0.4,2,7,0,2.6,0,NA,0,NA,0,NA,0,2.8,0.2,0,3.6,1.6,3.4,1.8,0,0,15.4,NA
2017,1,13,0.2,0.2,0.4,0.2,1.6,2.2,0.4,0.4,0.4,0.2,0.6,2.4,7,15,25,17.2,15.2,0.4,9.6,3.2,6.2,39.4,12.2,9.2,2.2,2.2,NA,1.8,2,1,2,8.8,5,9.2,4.8,0.6,2.6,7.2,8,4.4,3.6,1,0.2,37,0.6,NA,1,NA,2.4,NA,0.8,24.8,7.2,1,1,16.2,3,3,0.8,1.8,8.6,NA
2017,1,14,0.2,0,0.6,0.2,0.4,0.4,0.4,0,0,0,0,0.2,3.4,0.4,0.4,0.6,1.6,0.2,4.8,2,0.6,1.6,0.4,1.4,0.4,1.6,NA,0,0,0,0,0.6,1,4.8,1.6,1,0.4,0.4,0,4.6,0.4,0.2,0,2.4,0,NA,0,NA,0.2,NA,0.6,7.6,2.8,0.4,0.8,0.6,0.6,0.2,0.6,0.2,1,NA
2017,1,15,0,2.2,0,0.2,1.2,10.2,0.4,5.2,12.2,9.6,0.8,4.2,4,3.4,15.4,8.8,1.6,0.2,0,3.4,13,0,17.2,1.2,3.6,0.6,NA,0.6,1.4,1,1.6,0.6,3.4,1.4,1.4,23.7,0,2.2,1.2,3,0.4,0.8,5.6,0.6,0.6,NA,0.8,NA,8.2,NA,0.4,0,5.2,2.2,0.4,1,1,0,1.1,4.4,0.2,NA
2017,1,16,0.6,0.4,7,5.4,2.8,7.8,3.6,2.8,2.8,2.6,3,6.4,16.6,15.4,26.2,21.6,4.6,0.4,2,7.2,18.4,3.6,23,12,4.6,2.4,NA,1,1,1.2,1.8,13.8,14.8,10.6,12.4,3.4,7.4,4.2,8.6,10.6,4.6,1.6,2.6,10,4.8,NA,3.6,NA,0.8,NA,0.6,0,15.8,1.6,5.2,15.2,11.2,3,6.7,0.6,3.8,NA
2017,1,17,4.4,4,3,6,6.2,4.2,1.4,1.8,3.6,6.2,6.4,2.8,18.2,5.8,10.6,6.6,3.8,1,14.4,7.8,2.8,2.6,3.6,6.6,4,5.4,NA,7.2,4.8,5.6,6,6.4,2,18.6,10.4,15.1,3.2,7,2.4,28.8,10,1.8,5.4,19.8,6,NA,4.8,NA,7.6,NA,4.2,0,6.2,8.4,9.4,10.6,6.2,3,4.6,1.4,5.4,NA
2017,1,18,14,21.8,18.6,28.2,7,0.2,11.4,20,33.8,28.4,20,1.2,0.2,1.8,0,0.2,3.6,16.2,22.4,4.6,0,4.4,0,4.4,5.8,13.6,NA,18.8,24.4,19.4,20.6,1.6,1.2,0.2,0.6,36,6.6,6.6,0.8,3.4,14.2,2.4,33,20.2,26.4,NA,30,NA,13.4,NA,7.2,0.4,0.4,15.6,25,0.2,5.4,9,7.4,2.2,10.2,NA
2017,1,19,0.6,0.4,3.6,6.8,7.2,7,0.2,0,0.2,0,2.8,5,0.2,0.2,0.8,0.2,1.6,0.2,12,6.8,0,13,2.4,0,5.2,4.6,NA,5.6,31,20.8,17,10.8,6,5.2,6.2,2.8,3.6,6,0.8,1,1.2,0.4,8.6,6.2,15.4,NA,13.6,NA,11.4,NA,0.2,2.6,5,5.8,10.4,0,0.8,5.2,4.2,3.8,6.2,NA
2017,1,20,0,0,0,0.6,2.4,0,0,0,0,0,1.2,0,0,0,0,0.2,0.2,0,0,0.2,0,12.2,0,0,2,0,NA,4.6,4.2,4.4,5.2,0.2,0,0,0.2,0.2,0.4,9,0,0,0,0,0,0,2.2,NA,2.6,NA,2.4,NA,0,0.2,0,1.2,0,0,0,7,1,1.4,5.6,NA
2017,1,21,5.8,3.4,3.4,2,7.2,0,18.8,17.8,5,16.4,2,0,1.2,5.4,0,0,7.4,14.6,0.2,3.8,0,4.8,0,12.8,1.6,9.6,NA,2.4,0.8,2,1,0,0,0.2,0,1.6,9.6,1.8,0,0.4,15,13.6,1,0.2,2.2,NA,2.2,NA,0.6,NA,13,0,0,6.6,5.4,0,4.2,2,2.8,0,3.2,NA
2017,1,22,7.6,4.4,0.2,2.2,7.4,0,21.4,6.8,3.6,3.6,2.4,0.2,2.2,4,0,0,12.8,32.2,0.8,15.4,0,7.4,0,26.4,1.8,6.6,NA,2.2,0.8,0.8,0.8,0,0,0,0.2,5.8,20.6,0.8,0,0.6,17.6,29,1.2,0,2,NA,2,NA,0,NA,30.2,6,0,6.8,3.6,0,13.4,2.4,6.6,0,1.2,NA
2017,1,23,33.6,38.6,13.8,15.4,24.6,4.6,29.2,30.6,19.2,27,17.8,0.2,12.2,17.8,18.4,25.6,60.8,43.8,14.2,40,16.2,25.2,23.6,41.4,8.8,35.2,NA,10.8,1.6,3,3.8,1.8,1.8,15.4,4.8,29.6,47.6,4.6,1.2,11.4,36.2,50,10.6,11,7.8,NA,6.4,NA,3,NA,87,36,5.6,28.6,27.8,51.6,43.6,6.2,8,4,5.2,NA
2017,1,24,6.6,7,6.8,4.6,7.4,1.6,16.8,8.6,5.6,8,3.2,1,3.6,13.4,1,2.4,11.6,14.6,4.8,11.4,0.6,13.4,5,16.4,1.8,9.4,NA,1.2,0.2,0.2,1.6,0.8,1,2.4,0.8,6,14,1.8,0.8,5.4,17.4,20.6,4.4,2.6,3,NA,1.8,NA,1.8,NA,23.2,4.2,1.4,7,7.2,3.6,11.4,2.8,4.2,0.4,1.8,NA
2017,1,25,0,0,0,0,0.4,0,0,0,0,0,0.6,0,0,0.4,0,0,10.8,0,0,0.8,0,0.4,0,0,0.2,0.4,NA,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0,0,0.2,0.2,0.4,0,1.2,NA,0.6,NA,0,NA,0.2,1.2,0,1.4,0.4,0.6,0,0.6,0,0,0,NA
2017,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,8.6,0,0,0,0,0.2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,2.6,0,0,0,0,0,0,0,0,0,NA
2017,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,NA,0,NA,0,NA,0,17.4,0,0,0,0,0,0,0,0,0,NA
2017,1,28,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0.2,0,0,NA,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,NA,0.2,NA,0,NA,0,10.8,0.2,0,0,0,0,0,0.2,0,0.2,NA
2017,1,29,0,0,0,0,0.6,0,0,0,0,0,0,0,0.2,0,0,0,1.6,0.4,0,0,0,0.8,0,1.8,0.2,0,NA,0.2,0,0,0,0,0,0,0,0,0.6,0,0,0,0.4,2.4,0,0,0,NA,0,NA,0,NA,1,0,0,0.4,0,0,0.6,0.2,0.6,0,0.4,NA
2017,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,NA,0.2,NA,0,NA,0.2,11.4,0,0,0,0,0,0,0,0,0,NA
2017,1,31,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0.2,0,0,0.2,0.4,0,0,0,NA,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,NA,0.2,NA,0.2,NA,0,1.8,0,0,0,0,0,0,0,0,0.2,NA
2017,2,1,0.2,0,0,0.2,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.4,0,0,0,0,0,0.4,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA
2017,2,2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,NA,0.2,NA,0,NA,0,0,0.2,0,0,0,0,0,0,0,0.2,NA
2017,2,3,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.4,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA
2017,2,4,0,0,0,0,0.4,0.6,0,0,0,0.2,0,0.6,1,1.2,8.2,4.2,0.2,0,2.4,0,0,12.4,2.2,0.2,1.8,0,NA,0,0,0,0,1.2,1,3.4,3,0,0,1.2,7,0.8,0,0,0,11.8,0,NA,0,NA,0,NA,0,3,5.8,0,0,4.4,0,0.8,0,2.2,1,NA
2017,2,5,0,0,0,0,0,0.2,0,0,0,0,0,0,1.4,1.2,3.2,3.2,0,0,0,0,0.4,4.6,2.8,0,0,0,NA,0,0,0,0,0,0.2,0.6,0,0,0.6,0.2,0.2,0,0,0,0,6.4,0,NA,0,NA,0.2,NA,0,0.4,0.2,0,0,3.8,0,0,0,0,0,NA
